訂單別,訂單號,訂單序號,品號,品名,規格,庫別,訂單數量,已交數量,單位,單價,金額,預交日,客戶品號,結案碼,生產加工包裝資訊
2201,202001005  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,8000.0,8000.0,20200109,262101117,Y,
2201,202001006  ,0001,132000248,軸封新品,BGS0250CNR00006,A,1.0,1.0,SET,269.19,269.19,20200220,KLFDCF025275-A,Y,
2201,202001007  ,0001,131000053,軸封新品,AXS0020WBR00001,A,3.0,3.0,SET,60000.0,180000.0,20200304,30300446,Y,
2201,202001008  ,0001,132000443,軸封新品,ABS0012CNR00002,A,4.0,4.0,SET,20000.0,80000.0,20200226,CAC0000162,Y,
2201,202001009  ,0001,132000054,軸封新品,BBS0375CNR00001,A,2.0,2.0,SET,10800.0,21600.0,20200205,BBS0375CGR,Y,
2201,202001010  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,8000.0,8000.0,20200302,262101117,Y,
2201,202001011  ,0002,132000325,軸封新品,BGS0500CNR00002,A,2.0,2.0,SET,367.53,735.06,20200315,KLFDCF050275-A,Y,
2201,202001012  ,0001,131000024,軸封新品,XXS0030WNR00011,A,2.0,0.0,SET,63000.0,126000.0,20200430,,N,
2201,202001012  ,0002,131000024,軸封新品,XXS0030WNR00011,A,1.0,0.0,SET,63000.0,63000.0,20200525,,N,
2201,202002001  ,0001,132000054,軸封新品,BBS0375CNR00001,A,2.0,2.0,SET,11500.0,23000.0,20200206,S00205584N,Y,
2201,202002002  ,0001,132000290,軸封新品,BCH1500CNN00001,A,6.0,6.0,SET,35500.0,213000.0,20200414,,Y,
2201,202002003  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,10800.0,10800.0,20200309,BBS0375CGR,Y,
2201,202002004  ,0001,132000102,軸封新品,BXX1000CMN00001,A,1.0,1.0,SET,44000.0,44000.0,20200218,,Y,
2201,202002005  ,0001,132000220,軸封新品,AFS0010CNR10,A,24.0,24.0,SET,6000.0,144000.0,20200327,4911110100,Y,
2201,202002006  ,0001,132000218,軸封新品,BXS0375CNR00001,A,4.0,4.0,SET,350.0,1400.0,20200415,KLFD-SPL008-A,Y,
2201,202003001  ,0001,132000474,軸封新品,AFS0012CNR00009,A,6.0,0.0,SET,22400.0,134400.0,20200406,HU3951-610-07,N,
2201,202003001  ,0002,132000473,軸封新品,AFM0010CNR00002,A,2.0,0.0,SET,16000.0,32000.0,20200406,NC1604-023-61A,N,
2201,202003002  ,0001,132000290,軸封新品,BCH1500CNN00001,A,8.0,0.0,SET,35500.0,284000.0,20200518,,N,
2201,202003003  ,0001,132000248,軸封新品,BGS0250CNR00006,A,1.0,0.0,SET,269.19,269.19,20200505,KLFDCF025275-A,N,
2201,202003004  ,0001,132000328,軸封新品,BNS0500CNR00003,A,3.0,0.0,SET,290.44,871.32,20200504,KLFDTM050114-A,N,
2201,202003004  ,0002,132000260,軸封新品,BFM0750CNR00001,A,1.0,0.0,SET,543.31,543.31,20200504,KLFDOF07560-A,N,
2201,202003005  ,0001,132000251,軸封新品,BBS0250CNR00008,A,1.0,0.0,SET,257.54,257.54,20200508,KLFDBP03715-A,N,
2201,202003006  ,0001,132000007,軸封新品,AFS0020CNR00,A,5.0,0.0,SET,15500.0,77500.0,20200429,OI065-01,N,
2201,202003007  ,0001,132000220,軸封新品,AFS0010CNR10,A,66.0,66.0,SET,6000.0,396000.0,20200427,4911110100,Y,
2201,202003008  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,0.0,SET,8000.0,8000.0,20200506,262101117,N,
2201,202004001  ,0001,132000220,軸封新品,AFS0010CNR10,A,1.0,1.0,SET,6000.0,6000.0,20200508,4911110100,Y,
2201,202004002  ,0001,132000054,軸封新品,BBS0375CNR00001,A,2.0,2.0,SET,11500.0,23000.0,20200422,S00205584N,Y,
2201,202004003  ,0001,132000200,軸封新品,BSS0250CNR00001,A,4.0,0.0,SET,252.23,1008.92,20200525,KLFDTM025716-A,N,
2201,202004003  ,0002,132000248,軸封新品,BGS0250CNR00006,A,3.0,0.0,SET,269.19,807.57,20200525,KLFDCF025275-A,N,
2201,202004004  ,0001,132000220,軸封新品,AFS0010CNR10,A,10.0,0.0,SET,6000.0,60000.0,20200515,4911110100,N,
2201,202004005  ,0001,132000220,軸封新品,AFS0010CNR10,A,10.0,0.0,SET,6000.0,60000.0,20200515,4911110100,N,
2201,202004006  ,0001,132000054,軸封新品,BBS0375CNR00001,A,1.0,1.0,SET,10800.0,10800.0,20200430,BBS0375CGR,Y,
2201,202004007  ,0001,132000201,軸封新品,BBS0375CNR00007,A,6.0,0.0,SET,323.1,1938.6,20200605,KLFDBP03710-A,N,
2201,202004007  ,0002,132000251,軸封新品,BBS0250CNR00008,A,3.0,0.0,SET,257.54,772.62,20200605,KLFDBP03715-A,N,
2201,202004007  ,0003,132000080,軸封新品,BBS0250CNR00003,A,11.0,0.0,SET,252.23,2774.53,20200605,KLFDBP02510-A,N,
2201,202004008  ,0001,132000450,軸封新品,AXS0065CNR00001,A,2.0,0.0,SET,61200.0,122400.0,20200619,,N,
2201,202004009  ,0002,132000326,軸封新品,BCM0500CNR00002,A,1.0,0.0,SET,450.0,450.0,20200612,KLFDHC050-A,N,
2201,202004010  ,0001,132000054,軸封新品,BBS0375CNR00001,A,6.0,0.0,SET,9500.0,57000.0,20200630,2620019,N,
2201,202004011  ,0001,131000048,軸封新品,XXS0625ANH00001,A,2.0,0.0,SET,49000.0,98000.0,20200521,,N,
2201,202004012  ,0001,132000474,軸封新品,AFS0012CNR00009,A,6.0,6.0,SET,22400.0,134400.0,20200530,HU3951-610-07,Y,
2201,202004012  ,0002,132000473,軸封新品,AFM0010CNR00002,A,2.0,2.0,SET,16000.0,32000.0,20200530,NC1604-023-61A,Y,
2201,202004013  ,0001,132000220,軸封新品,AFS0010CNR10,A,39.0,0.0,SET,6000.0,234000.0,20200530,4911110100,N,
2201,202004014  ,0001,132000220,軸封新品,AFS0010CNR10,A,4.0,0.0,SET,6000.0,24000.0,20200522,4911110100,N,
2201,202004015  ,0001,112000013,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,A,1.0,0.0,SET,0.0,0.0,20200529,,N,
2201,202005001  ,0001,112000013,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,A,1.0,0.0,SET,0.0,0.0,20200514,,N,
2201,202005002  ,0001,112000013,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,A,1.0,0.0,SET,0.0,0.0,20200514,,N,
2201,202005003  ,0001,112000013,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,A,1.0,0.0,SET,0.0,0.0,20200514,,N,
2201,202005004  ,0001,112000013,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,A,2.0,0.0,SET,0.0,0.0,20200521,,N,
2201,202008001  ,0001,114000143,模組(TEST),102236385_000_02,A,1.0,0.0,SET,50000.0,50000.0,20200812,,N,
2201,202008002  ,0001,114000143,模組(TEST),102236385_000_02,A,1.0,0.0,SET,50000.0,50000.0,20200812,,N,
2201,202008003  ,0001,114000143,模組(TEST),102236385_000_02,A,1.0,0.0,SET,50000.0,50000.0,20200812,,N,
2201,202008004  ,0001,114000143,模組(TEST),102236385_000_02,A,1.0,0.0,SET,50000.0,50000.0,20200812,,N,
2201,202008005  ,0001,114000143,模組(TEST),102236385_000_02,A,1.0,0.0,SET,50000.0,50000.0,20200813,,N,
2201,202009001  ,0001,112000013,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,A,2.0,0.0,SET,500000.0,1000000.0,20200916,,N,
2201,202009002  ,0001,112000013,Drive unit / Carrier drive unit PiVoT DT PM MFS,102388766_000_02,A,2.0,0.0,SET,500000.0,1000000.0,20200916,,N,
2202,201801001  ,0001,6100169-E-000,軸封基本維修+馬達組,XXH0100W/AL1340,A,1.0,1.0,PCS,1086000.0,1086000.0,20180227,,Y,
2202,201801002  ,0001,6100043-B-C05,軸封基本維修+軸心,AXS0020C/XNS0020CNX00001,A,1.0,1.0,SET,24500.0,24500.0,20180122,,Y,
2202,201801003  ,0001,6100036-B-C01,軸封基本維修+軸心,AXS0030W/AL1260,A,1.0,1.0,SET,14000.0,14000.0,20180109,,Y,
2202,201801004  ,0001,6100202-A-C01,軸封基本維修,AXS0005C/48543K,A,1.0,1.0,SET,10480.0,10480.0,20180111,,Y,
2202,201801005  ,0002,6100269-E-C01,軸封基本維修+客供零件加工,AXS0006C/XXS0006CNR00001,A,1.0,1.0,SET,12000.0,12000.0,20180125,,Y,
2202,201801006  ,0001,6100062-E-C02,軸封基本維修+軸心+外殼,BXS2000A/54-117147B,A,1.0,1.0,SET,58500.0,58500.0,20180301,,Y,
2202,201801007  ,0001,6100043-B-C05,軸封基本維修+軸心,AXS0020C/XNS0020CNX00001,A,1.0,1.0,SET,24500.0,24500.0,20180430,,Y,
2202,201801008  ,0001,6100264-E-F04,軸封基本維修+長軸心,AFS0012WMN00001,A,1.0,1.0,SET,24000.0,24000.0,20180209,,Y,
2202,201801009  ,0001,311000807,軸心,(SUS420)X280G010,C,10.0,10.0,PCS,6400.0,64000.0,20180131,,Y,
2202,201801010  ,0001,6100276-A-C13,軸封基本維修,BXH5343C/50729Z 175917K,A,1.0,1.0,SET,112500.0,112500.0,20180119,,Y,
2202,201801011  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,A,1.0,1.0,SET,120000.0,120000.0,20180212,,Y,
2202,201801012  ,0002,6100036-B-C01,軸封基本維修+軸心,AXS0030W/AL1260,A,2.0,2.0,SET,19500.0,39000.0,20180131,,Y,
2202,201801013  ,0001,6100049-E-C02,軸封維修(統包),AXS0020C/EKK 05Y108/06X222,A,1.0,0.0,SET,40000.0,40000.0,20180227,,N,
2202,201801014  ,0001,6100213-K-C01,軸封維修統包(含馬達組),AXR0085W/EKK 117048,A,1.0,0.0,SET,72000.0,72000.0,20180227,,N,
2202,201801015  ,0001,6100108-A-C02,軸封基本維修,AXC0075C/32401B、E,A,1.0,1.0,SET,53000.0,53000.0,20180208,,Y,
2202,201801016  ,0001,6100254-A-C01,軸封基本維修,AFH0210C/67775D 127902K,H,1.0,1.0,SET,300000.0,300000.0,20180415,,Y,
2202,201801017  ,0001,6100092-G-000,軸封拆解評估,BCM1000C/22-286915-00A/22-397496-00A,A,1.0,0.0,SET,0.0,0.0,20180202,22-286915,N,
2202,201802001  ,0001,6100140-E-C02,軸封基本維修+Encoder(AK ERM)+馬達組,XXH0100W/AL1350,A,1.0,1.0,SET,1452500.0,1452500.0,20180514,,Y,
2202,201802002  ,0001,6100036-A-C01,軸封基本維修,AXS0030W/AL1260,A,1.0,1.0,SET,11500.0,11500.0,20180212,,Y,
2202,201802003  ,0001,6100214-D-C01,軸封基本維修+軸心+導磁環,AXX0076/132656 C58883/E,A,1.0,1.0,SET,87000.0,87000.0,20180320,,Y,
2202,201802004  ,0001,6100243-A-C01,軸封基本維修,AXH006C/ACH006,A,1.0,1.0,SET,6800.0,6800.0,20180209,,Y,
2202,201802005  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A,A,1.0,1.0,SET,34000.0,34000.0,20180227,54532/ 62772,Y,
2202,201802006  ,0001,6500002-H-000,TG模組基本維修+內軸心整修,AHD 469 End BLOCK 從動端,A,4.0,4.0,SET,35500.0,142000.0,20180629,,Y,
2202,201802006  ,0002,6500003-A-000,TG模組基本維修,AHD 469 End BLOCK 驅動端,A,4.0,4.0,SET,27500.0,110000.0,20180629,,Y,
2202,201802007  ,0001,6100217-C-F02,軸封基本維修+導磁環,BXH1000C / 16010305,A,3.0,3.0,SET,28400.0,85200.0,20180306,52-131938C,Y,
2202,201802008  ,0001,6100088-C-C01,軸封基本維修+導磁環,AXH0075C/33476,A,1.0,1.0,SET,34500.0,34500.0,20180409,,Y,
2202,201802009  ,0001,6100125-I-C01,軸封基本維修+軸心+測漏檢知,AXS0030W/AL3851,A,1.0,1.0,SET,25000.0,25000.0,20180320,,Y,
2202,201802010  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A,A,1.0,1.0,SET,34000.0,34000.0,20180305,54532/ 62772,Y,
2202,201802011  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,A,1.0,1.0,SET,32800.0,32800.0,20180305,10C-22042400,Y,
2202,201802012  ,0001,6100036-B-C01,軸封基本維修+軸心,AXS0030W/AL1260,A,2.0,2.0,SET,19500.0,39000.0,20180312,,Y,
2202,201802013  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,A,1.0,1.0,SET,120000.0,120000.0,20180313,,Y,
2202,201802014  ,0001,6100036-B-C01,軸封基本維修+軸心,AXS0030W/AL1260,A,1.0,1.0,SET,14000.0,14000.0,20180227,,Y,
2202,201802015  ,0001,6100180-H-C02,軸封維修(統包)+改裝,BXM2000C/NA,A,1.0,1.0,SET,38000.0,38000.0,20180316,,Y,
2202,201802015  ,0002,6100275-F-C13,軸封維修(統包)+改裝,BXM2000C/52-132240B,A,1.0,1.0,SET,38000.0,38000.0,20180316,,Y,
2202,201802016  ,0001,6100266-E-F01,軸封基本維修+外殼,BXS0625A/E19284870,A,1.0,1.0,SET,0.0,0.0,20180504,,Y,
2202,201802016  ,0002,6100267-E-F01,軸封基本維修+軸心+外殼,BXS0625A/E19284880,A,1.0,1.0,SET,0.0,0.0,20180504,,Y,
2202,201803001  ,0001,6100133-A-C01,軸封基本維修,AXS0020W/XXS0020WMR00001,A,1.0,1.0,SET,25500.0,25500.0,20180326,XXS0020WMR00001,Y,
2202,201803002  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A,A,1.0,1.0,SET,34000.0,34000.0,20180323,54532/ 62772,Y,
2202,201803003  ,0001,6100184-B-C02,軸封基本維修+基本維修,BNS0250C/50-103978M,A,1.0,1.0,SET,13500.0,13500.0,20180322,,Y,
2202,201803004  ,0001,6100217-C-F02,軸封基本維修+導磁環,BXH1000C / 16010305,A,3.0,3.0,SET,28400.0,85200.0,20180326,52-131938C,Y,
2202,201803005  ,0001,311000807,軸心,(SUS420)X280G010,C,2.0,2.0,PCS,6400.0,12800.0,20180310,,Y,
2202,201803005  ,0002,311000253,軸心,X280A199(3402),C,2.0,2.0,PCS,6400.0,12800.0,20180310,,Y,
2202,201803006  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,A,2.0,2.0,SET,120000.0,240000.0,20180326,,Y,
2202,201803007  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,A,1.0,1.0,SET,100000.0,100000.0,20180321,W-X00539R,Y,
2202,201803008  ,0001,6100032-A-C02,軸封基本維修,AXC0042C/52-131071Z,A,1.0,1.0,SET,30000.0,30000.0,20180323,64770Z/66148K,Y,
2202,201803009  ,0001,6100036-A-C01,軸封基本維修,AXS0030W/AL1260,A,1.0,1.0,SET,11500.0,11500.0,20180321,,Y,
2202,201803010  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,A,1.0,1.0,SET,41000.0,41000.0,20180328,52-131938C,Y,
2202,201803011  ,0001,6100260-A-C01,軸封基本維修,AXC0080C/66329B,A,1.0,1.0,SET,64500.0,64500.0,20180320,,Y,
2202,201803012  ,0001,6100092-C-F01,軸封基本維修+導磁環,BCM1000C/22-286915-00A/22-397496-00A,A,1.0,1.0,SET,34000.0,34000.0,20180326,54532/ 62772,Y,
2202,201803013  ,0001,6100108-A-C02,軸封基本維修,AXC0075C/32401B、E,A,1.0,1.0,SET,53000.0,53000.0,20180326,,Y,
2202,201803014  ,0001,6100122-A-C01,軸封基本維修,AXS0030W/AL2720,A,5.0,5.0,SET,9100.0,45500.0,20180323,,Y,
2202,201803015  ,0001,6100193-E-000,軸封基本維修+外殼+感測線,BXS3156A/1193490,A,1.0,1.0,SET,3500.0,3500.0,20180524,,Y,
2202,201803016  ,0001,6100233-A-F01,軸封基本維修,BCM1000C/601729/1-603-890-6001,A,1.0,1.0,SET,34000.0,34000.0,20180327,,Y,
2202,201803017  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,A,1.0,1.0,SET,41000.0,41000.0,20180412,52-131938C,Y,
2202,201803018  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,A,2.0,2.0,SET,14000.0,28000.0,20180329,,Y,
2202,201803018  ,0002,6100122-B-C01,軸封基本維修+軸心,AXS0030W/AL2720,A,1.0,1.0,SET,16000.0,16000.0,20180329,,Y,
2202,201803019  ,0001,6100090-A-C01,軸封基本維修,AXS0030W/AL2290,A,4.0,4.0,SET,9900.0,39600.0,20180403,AL2290基本維修,Y,
2202,201803020  ,0001,311000807,軸心,(SUS420)X280G010,C,5.0,5.0,PCS,6400.0,32000.0,20180331,,Y,
2202,201803021  ,0001,6100195-A-F05,軸封基本維修,BXS0625A/E19288020/52-133041D,A,1.0,1.0,SET,900.0,900.0,20180418,,Y,
2202,201803021  ,0002,6100195-A-F05,軸封基本維修,BXS0625A/E19288020/52-133041D,A,1.0,1.0,SET,900.0,900.0,20180418,,Y,
2202,201803021  ,0003,6100196-C-F05,軸封基本維修+導磁環,BXS0625A/E19288010/52-133040C,A,1.0,1.0,SET,900.0,900.0,20180418,,Y,
2202,201803021  ,0004,6100196-C-F05,軸封基本維修+導磁環,BXS0625A/E19288010/52-133040C,A,1.0,1.0,SET,900.0,900.0,20180418,,Y,
2202,201803022  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,A,1.0,1.0,SET,158000.0,158000.0,20180427,W-X00539,Y,
2202,201803023  ,0001,6100272-A-C13,軸封基本維修,BXS1500W/52-133402B,A,1.0,1.0,SET,70000.0,70000.0,20180430,,Y,
2202,201803023  ,0002,6100272-A-C13,軸封基本維修,BXS1500W/52-133402B,A,1.0,1.0,SET,70000.0,70000.0,20180524,,Y,
2202,201803024  ,0001,6100108-A-C02,軸封基本維修,AXC0075C/32401B、E,A,1.0,1.0,SET,53000.0,53000.0,20180418,,Y,
2202,201804001  ,0001,6100133-A-C01,軸封基本維修,AXS0020W/XXS0020WMR00001,A,1.0,1.0,SET,25500.0,25500.0,20180425,XXS0020WMR00001,Y,
2202,201804002  ,0001,99999,軸封修改,,D,1.0,1.0,PCS,3500.0,3500.0,20180418,,Y,
2202,201804003  ,0001,6100036-B-C01,軸封基本維修+軸心,AXS0030W/AL1260,A,2.0,2.0,SET,19500.0,39000.0,20180430,,Y,
2202,201804004  ,0001,6100272-A-C13,軸封基本維修,BXS1500W/52-133402B,A,1.0,1.0,SET,72000.0,72000.0,20180607,,Y,
2202,201804005  ,0001,6100125-H-C01,軸封維修(統包)+改裝測漏檢知,AXS0030W/AL3851,A,2.0,2.0,SET,25000.0,50000.0,20180424,,Y,
2202,201804006  ,0001,6100180-H-C02,軸封維修(統包)+改裝,BXM2000C/NA,A,1.0,1.0,SET,38000.0,38000.0,20180504,,Y,
2202,201804006  ,0002,6100275-F-C13,軸封維修(統包)+改裝,BXM2000C/52-132240B,A,1.0,1.0,SET,38000.0,38000.0,20180504,,Y,
2202,201804007  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,A,8.0,8.0,SET,9100.0,72800.0,20180504,,Y,
2202,201804008  ,0001,99999,O/H:Feedthrough AXS0030C/AL2040,,D,7.0,7.0,PCS,9000.0,63000.0,20180430,Y.EXP.MODIFY&O/H,Y,
2202,201804009  ,0001,99999,MAGNET AL2710 FEEDTHROUGH MAGNET CARRIER AL2710 FEEDTHROUGH MAGNET,,D,4.0,4.0,PCS,9400.0,37600.0,20180430,S0.00117.063,Y,
2202,201804010  ,0001,6100184-A-C02,軸封基本維修,BNS0250C/50-103978M,A,1.0,1.0,SET,10000.0,10000.0,20180514,,Y,
2202,201804011  ,0002,6100127-A-C01,軸封基本維修,AXS0030W/52-132565J,A,4.0,4.0,SET,9100.0,36400.0,20180507,,Y,
2202,201804012  ,0001,6100037-M-C01,軸封基本維修+軸心+機械式測漏檢知,AXS0030W/AL2710,A,8.0,8.0,SET,9100.0,72800.0,20180630,AL2710,Y,
2202,201804013  ,0001,99999,軸心,,D,8.0,0.0,PCS,6400.0,51200.0,20180930,S0.00196.037,N,
2202,201804013  ,0002,99999,漏氣檢知感測器,,D,8.0,0.0,PCS,4900.0,39200.0,20180930,S0.00196.037,N,
2202,201805001  ,0001,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180521,,Y,
2202,201805001  ,0002,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180521,,Y,
2202,201805002  ,0001,311000807,軸心,(SUS420)X280G010,C,8.0,8.0,PCS,6400.0,51200.0,20180531,,Y,
2202,201805003  ,0001,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180521,,Y,
2202,201805003  ,0002,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180518,,Y,
2202,201805003  ,0003,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180518,,Y,
2202,201805003  ,0004,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180518,,Y,
2202,201805003  ,0005,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180518,,Y,
2202,201805004  ,0001,6100035-B-C01,軸封基本維修+軸心,AXS0030W/AL1240,A,1.0,1.0,SET,24000.0,24000.0,20180608,,Y,
2202,201805005  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,A,1.0,1.0,SET,14000.0,14000.0,20180518,,Y,
2202,201805005  ,0002,6100122-A-C01,軸封基本維修,AXS0030W/AL2720,A,1.0,0.0,SET,9500.0,9500.0,20180518,,N,
2202,201805006  ,0001,6100041-A-C02,軸封基本維修,AXS0016C/MVS-20FG,A,3.0,3.0,SET,9800.0,29400.0,20180528,,Y,
2202,201805007  ,0001,311000986,軸心,(SUS420)φ56.85*L162,C,1.0,1.0,PCS,6900.0,6900.0,20180530,,Y,
2202,201805007  ,0002,99999,軸心,,D,1.0,1.0,PCS,6400.0,6400.0,20180530,,Y,
2202,201805008  ,0001,6100215-F-C01,軸封基本維修+導磁環+改裝,BXM2000C/102-XV2510,A,1.0,1.0,SET,38000.0,38000.0,20180606,,Y,
2202,201805008  ,0002,6100275-F-C13,軸封維修(統包)+改裝,BXM2000C/52-132240B,A,1.0,1.0,SET,38000.0,38000.0,20180606,,Y,
2202,201805009  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,A,1.0,1.0,SET,32800.0,32800.0,20180528,10C-22042400,Y,
2202,201805010  ,0001,6100135-A-C02,軸封基本維修,BXX0020T/43418Z/42759D,A,1.0,1.0,SET,142000.0,142000.0,20180717,43418Z,Y,
2202,201806001  ,0001,6100069-A-F02,軸封基本維修,BXS0875C/52-131938C,A,1.0,1.0,SET,28400.0,28400.0,20180620,52-131938C,Y,
2202,201806002  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,A,3.0,3.0,SET,9100.0,27300.0,20180620,AL2710基本維修,Y,
2202,201806002  ,0002,6100127-A-C01,軸封基本維修,AXS0030W/52-132565J,A,1.0,1.0,SET,9100.0,9100.0,20180620,AL2710基本維修,Y,
2202,201806003  ,0001,6100125-H-C01,軸封維修(統包)+改裝測漏檢知,AXS0030W/AL3851,A,1.0,1.0,SET,25000.0,25000.0,20180706,,Y,
2202,201806004  ,0001,6100134-G-000,軸封拆解評估,AXS0030W/XXS0030WMR00002,A,3.0,0.0,SET,0.0,0.0,20180611,,N,
2202,201806005  ,0001,6100122-B-C01,軸封基本維修+軸心,AXS0030W/AL2720,A,1.0,1.0,SET,6500.0,6500.0,20180706,,Y,
2202,201806006  ,0001,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180620,,Y,
2202,201806006  ,0002,6100279-A-C13,軸封基本維修,AXS0020W/52-133790E,A,1.0,1.0,SET,9400.0,9400.0,20180620,,Y,
2202,201806007  ,0001,6100133-B-C01,軸封基本維修+軸心,AXS0020W/XXS0020WMR00001,A,1.0,1.0,SET,29300.0,29300.0,20180720,,Y,
2202,201806008  ,0001,6100037-D-C01,軸封基本維修+軸心+導磁環,AXS0030W/AL2710,A,2.0,2.0,SET,31900.0,63800.0,20180705,,Y,
2202,201806009  ,0001,6100161-C-C02,軸封基本維修+導磁環,AXH0075C/52-131471A,A,1.0,1.0,SET,48500.0,48500.0,20180720,,Y,
2202,201806010  ,0001,6100172-I-000,軸封基本維修+軸心+客供外殼,BXS3156A/1188490,A,1.0,1.0,SET,3250.0,3250.0,20180816,,Y,
2202,201806011  ,0001,512010240,軸封外殼整修,(SUS304),C,1.0,1.0,PCS,2000.0,2000.0,20180705,,Y,
2202,201807001  ,0001,311001073,軸心,(SUS420),C,1.0,1.0,PCS,6400.0,6400.0,20180731,,Y,
2202,201807002  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,A,6.0,6.0,SET,9100.0,54600.0,20180718,AL2710基本維修,Y,
2202,201807003  ,0001,6100280-C-C13,軸封基本維修+導磁環,AXS0035C/45737Z 156504C,A,1.0,1.0,SET,36000.0,36000.0,20180727,,Y,
2202,201807004  ,0001,6100036-A-C01,軸封基本維修,AXS0030W/AL1260,A,4.0,4.0,SET,10300.0,41200.0,20180711,,Y,
2202,201807005  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,A,1.0,1.0,SET,120000.0,120000.0,20180831,,Y,
2202,201807006  ,0001,6100043-A-C05,軸封基本維修,AXS0020C/XNS0020CNX00001,A,1.0,0.0,SET,24500.0,24500.0,20181130,,N,
2202,201807007  ,0001,311000807,軸心,(SUS420)X280G010,C,2.0,2.0,PCS,6400.0,12800.0,20180831,,Y,
2202,201807008  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,A,1.0,1.0,SET,41000.0,41000.0,20180810,52-131938C,Y,
2202,201807009  ,0001,6100264-E-F04,軸封基本維修+長軸心,AFS0012WMN00001,A,1.0,1.0,SET,24000.0,24000.0,20180830,,Y,
2202,201807010  ,0001,6100215-F-C01,軸封基本維修+導磁環+改裝,BXM2000C/102-XV2510,A,2.0,2.0,SET,38000.0,76000.0,20180808,,Y,
2202,201807011  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,A,3.0,3.0,SET,9100.0,27300.0,20180813,AL2710基本維修,Y,
2202,201807011  ,0002,6100127-A-C01,軸封基本維修,AXS0030W/52-132565J,A,1.0,1.0,SET,9100.0,9100.0,20180813,AL2710基本維修,Y,
2202,201807012  ,0001,6100069-A-F02,軸封基本維修,BXS0875C/52-131938C,A,1.0,1.0,SET,28400.0,28400.0,20180810,52-131938C,Y,
2202,201807013  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,A,3.0,3.0,SET,0.0,0.0,20180830,Y.EXP.MODIFY&0/H,Y,
2202,201807013  ,0002,6100127-A-C01,軸封基本維修,AXS0030W/52-132565J,A,1.0,1.0,SET,0.0,0.0,20180830,Y.EXP.MODIFY&0/H,Y,
2202,201808001  ,0001,6100286-E-000,軸封維修(統包)(機械軸封),AXX0015C/R,A,1.0,1.0,SET,26500.0,26500.0,20180912,,Y,
