訂單號,訂單序號,品號,品名,規格,訂單數量,單價,訂單金額,匯率,結案碼,客戶代號,客戶簡稱,型態別,通路別
201501016  ,0002,6100125-B-C01,軸封基本維修+軸心,AXS0030W/AL3851,1.0,34000.0,57000.0,1.0,Y,F0008,INX-C3,201,102
201501017  ,0001,6100158-C-C02,軸封基本維修+導磁環,AXS0025C/50738Z,1.0,44000.0,44000.0,1.0,Y,F0009,INX-4,201,102
201501018  ,0001,6100149-E-C02,基本維修+軸心修改,XXS0030C/XXS0030CMR00001,10.0,0.0,0.0,31.66,Y,F0001,AMAT,202,102
201501019  ,0001,6100127-A-C01,軸封基本維修,AXS0030W/52-132565J,2.0,9150.0,27450.0,1.0,Y,F0070,AUOL6A,201,102
201501019  ,0002,6100127-A-C01,軸封基本維修,AXS0030W/52-132565J,1.0,9150.0,27450.0,1.0,Y,F0070,AUOL6A,201,102
201502001  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,2.0,39500.0,79000.0,1.0,N,F0076,聯毅,202,101
201502002  ,0001,6100056-A-C02,軸封基本維修,AXS0020W/46920Z,1.0,12500.0,12500.0,1.0,N,O0002,貫旭,202,107
201502003  ,0001,6100058-C-C02,軸封基本維修+導磁環(內、外),BXC4125C/54-116533/54-117533,1.0,5000.0,5000.0,31.66,Y,O0009,TLG,223,101
201502004  ,0001,6100056-C-C02,軸封基本維修+導磁環,AXS0020W/46920Z,1.0,12500.0,12500.0,1.0,Y,O0002,貫旭,202,107
201502005  ,0001,6100069-A-F02,軸封基本維修,BXS0875C/52-131938C,1.0,0.0,0.0,1.0,N,O0002,貫旭,202,107
201502006  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201502007  ,0001,6100069-A-F02,軸封基本維修,BXS0875C/52-131938C,1.0,28400.0,28400.0,1.0,Y,O0002,貫旭,202,107
201502008  ,0001,311001079,中空軸心,(SUS420),1.0,4500.0,4500.0,1.0,Y,O0002,貫旭,202,107
201502009  ,0001,6100026-A-C02,軸封基本維修,AXM0020C/07143J,3.0,15300.0,59400.0,1.0,Y,F0069,AUOL5C,201,102
201502009  ,0002,311001076,軸心,(SUS420),1.0,11000.0,59400.0,1.0,Y,F0069,AUOL5C,201,102
201502009  ,0003,311001077,導磁環,(SUS420),1.0,2500.0,59400.0,1.0,Y,F0069,AUOL5C,201,102
201502010  ,0001,6100035-E-C01,軸封基本維修+軸心修改,AXS0030W/AL1240,1.0,0.0,0.0,1.0,Y,P0002,瀚宇彩晶,201,102
201502011  ,0004,6100162-A-F02,軸封基本維修,ACH0050C/19S4009/AV110920,1.0,28000.0,28000.0,1.0,Y,O0037,諾華,202,101
201502012  ,0001,6100056-A-C02,軸封基本維修,AXS0020W/46920Z-149989K,1.0,12500.0,12500.0,1.0,Y,O0002,貫旭,202,107
201502013  ,0002,6100103-A-C01,軸封維修,AXS0030W/XXS0030WMR00001,1.0,710.0,710.0,31.66,Y,F0002,AMAT,202,102
201502014  ,0001,6100149-E-C02,基本維修+軸心修改,XXS0030C/XXS0030CMR00001,10.0,0.0,0.0,31.66,Y,F0001,AMAT,202,102
201502016  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,2.0,9150.0,27450.0,1.0,Y,F0067,AUOL6B,201,102
201502016  ,0002,6100127-A-C01,軸封基本維修,AXS0030W/52-132565J,1.0,9150.0,27450.0,1.0,Y,F0067,AUOL6B,201,102
201502017  ,0001,6100094-A-F02,軸封基本維修,AXS0020C/AFS229/02,1.0,34500.0,34500.0,1.0,Y,S0044,UMC 8F,201,101
201502018  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,36000.0,36000.0,1.0,Y,O0021,鴻久科技,202,107
201502019  ,0001,6100103-A-C01,軸封維修,AXS0030W/XXS0030WMR00001,1.0,710.0,710.0,31.425,Y,F0002,AMAT,202,102
201502020  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201502021  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,2.0,9500.0,35150.0,1.0,Y,F0012,INX-7,201,102
201502021  ,0002,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,1.0,16150.0,35150.0,1.0,Y,F0012,INX-7,201,102
201502022  ,0001,6100152-D-F02,軸封基本維修+軸心+導磁環,ACH0050C/NA,1.0,43000.0,43000.0,1.0,Y,O0037,諾華,202,101
201502023  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,16150.0,32300.0,1.0,Y,F0012,INX-7,201,102
201502024  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,6.0,9150.0,64050.0,1.0,Y,F0075,AUOL8A,201,102
201502024  ,0002,6100122-A-C01,軸封基本維修,AXS0030W/AL2720,1.0,9150.0,64050.0,1.0,Y,F0075,AUOL8A,201,102
201502025  ,0001,6100157-C-C01,軸封基本維修+導磁環,AXS0035W/XXS0027WGR,1.0,40000.0,40000.0,1.0,Y,S0031,漢磊-3,201,101
201503001  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201503002  ,0001,6100036-A-C01,軸封基本維修,AXS0030W/AL1260,2.0,14000.0,150000.0,1.0,N,P0002,瀚宇彩晶,201,102
201503002  ,0002,6100036-B-C01,軸封基本維修+軸心,AXS0030W/AL1260,4.0,27000.0,150000.0,1.0,Y,P0002,瀚宇彩晶,201,102
201503002  ,0003,6100034-A-C01,軸封基本維修,AXS0030C/AL1230,1.0,14000.0,150000.0,1.0,N,P0002,瀚宇彩晶,201,102
201503003  ,0002,6100111-A-C02,軸封基本維修,AXH0075C/67767Z,1.0,42000.0,42000.0,1.0,Y,F0006,INX-2,201,102
201503004  ,0001,6100056-A-C02,軸封基本維修,AXS0020W/46920Z,1.0,12500.0,25000.0,1.0,y,O0002,貫旭,202,107
201503004  ,0002,6100056-A-C02,軸封基本維修,AXS0020W/46920Z,1.0,12500.0,25000.0,1.0,Y,O0002,貫旭,202,107
201503005  ,0001,6100056-A-C02,軸封基本維修,AXS0020W/46920Z,1.0,12500.0,12500.0,1.0,Y,O0002,貫旭,202,107
201503006  ,0001,6100012-A-C02,軸封基本維修,AXS0000C/52-120760D/MTR-5,1.0,19000.0,19000.0,1.0,Y,F0076,聯毅,202,101
201503007  ,0001,6100133-A-C01,軸封基本維修,AXS0020W/XXS0020WMR00001,1.0,0.0,0.0,1.0,Y,S0015,新唐,201,101
201503008  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,2.0,9500.0,53000.0,1.0,Y,F0011,INX-6,201,102
201503008  ,0002,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,17000.0,53000.0,1.0,Y,F0011,INX-6,201,102
201503009  ,0001,6100090-A-C01,軸封基本維修,AXS0030W/AL2290,2.0,12300.0,24600.0,1.0,Y,F0067,AUOL6B,201,102
201503010  ,0001,6100078-A-C01,軸封基本維修,AXS0020W/AL3560,19.0,11000.0,209000.0,1.0,Y,P0001,新能,201,104
201503011  ,0001,6100125-A-C01,軸封基本維修,AXS0030W/AL3851,1.0,21250.0,21250.0,1.0,Y,F0008,INX-C3,201,102
201503012  ,0002,6100161-A-C02,軸封基本維修,AXH0075C/52-131471A,1.0,50000.0,50000.0,1.0,Y,F0081,業實,202,102
201503013  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201503014  ,0001,6100164-A-F02,軸封基本維修,AXH0040C/21602E,1.0,65000.0,65000.0,1.0,Y,S0011,力積電,201,101
201503015  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,1.0,16150.0,16150.0,1.0,Y,F0012,INX-7,201,102
201503016  ,0001,6100149-E-C02,基本維修+軸心修改,XXS0030C/XXS0030CMR00001,10.0,0.0,0.0,31.59,Y,F0001,AMAT,202,102
201503017  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201503018  ,0002,6100166-B-C02,軸封基本維修+軸心,AXM0010C/V760101,1.0,29450.0,29450.0,1.0,Y,P0064,新世紀,201,102
201504001  ,0001,6100037-A-C01,軸封基本維修,AXS0030W,4.0,9150.0,36600.0,1.0,Y,F0073,AUOL7A,201,102
201504002  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9500.0,60500.0,1.0,Y,F0011,INX-6,201,102
201504002  ,0002,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,3.0,17000.0,60500.0,1.0,Y,F0011,INX-6,201,102
201504003  ,0001,311000807,軸心,X280G010,4.0,6400.0,25600.0,1.0,Y,F0073,AUOL7A,201,102
201504004  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,4.0,16150.0,64600.0,1.0,Y,F0012,INX-7,201,102
201504005  ,0001,6100124-A-C01,軸封基本維修,AXS0030C/52-132564,1.0,9150.0,9150.0,1.0,Y,F0070,AUOL6A,201,102
201504006  ,0001,311000807,軸心,X280G010,2.0,6650.0,13300.0,1.0,y,F0070,AUOL6A,201,102
201504007  ,0001,6100039-G-000,軸封拆解評估,AXC0134C/W-X00539,1.0,0.0,0.0,1.0,N,F0065,AUOL4A,201,102
201504008  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,40000.0,41000.0,1.0,Y,O0023,亞太竑,203,106
201504008  ,0002,410120184,自潤軸套,"ID*OD*L(1""*1-1/8""*1"")",2.0,500.0,41000.0,1.0,Y,O0023,亞太竑,203,106
201504009  ,0001,6100133-A-C01,軸封基本維修,AXS0020W/XXS0020WMR00001,2.0,25800.0,51600.0,1.0,Y,S0015,新唐,201,101
201504010  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,1.0,162000.0,162000.0,1.0,N,F0065,AUOL4A,201,102
201504011  ,0001,6100149-E-C02,基本維修+軸心修改,XXS0030C/XXS0030CMR00001,10.0,0.0,0.0,31.185,Y,F0001,AMAT,202,102
201504012  ,0001,6100012-A-C02,軸封基本維修,AXS0000C/52-120760D/MTR-5,1.0,19000.0,19000.0,1.0,Y,F0076,聯毅,202,101
201504013  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,1.0,100000.0,100000.0,1.0,Y,F0081,業實,202,102
201504014  ,0001,6100114-B-C01,軸封基本維修+軸心,AXS0030C/AL2040,2.0,28000.0,56000.0,1.0,Y,F0012,INX-7,201,102
201504015  ,0001,6100111-A-C02,軸封基本維修,AXH0075C/67767Z,1.0,40000.0,40000.0,1.0,Y,F0006,INX-2,201,102
201504016  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,28400.0,28400.0,1.0,Y,O0002,貫旭,202,107
201504017  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,28400.0,28400.0,1.0,Y,O0002,貫旭,202,107
201504018  ,0001,6100039-G-000,軸封拆解評估,AXC0134C/W-X00539,1.0,0.0,0.0,1.0,N,F0065,AUOL4A,201,102
201504019  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9500.0,77500.0,1.0,Y,F0011,INX-6,201,102
201504019  ,0002,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,4.0,17000.0,77500.0,1.0,Y,F0011,INX-6,201,102
201504020  ,0001,6100124-A-C01,軸封基本維修,AXS0030C/52-132564,3.0,9150.0,64050.0,1.0,Y,F0070,AUOL6A,201,102
201504020  ,0002,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,4.0,9150.0,64050.0,1.0,Y,F0070,AUOL6A,201,102
201504021  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,1.0,162000.0,162000.0,1.0,Y,F0065,AUOL4A,201,102
201504022  ,0001,6100124-A-C01,軸封基本維修,AXS0030C/52-132564,1.0,9150.0,9150.0,1.0,Y,F0070,AUOL6A,201,102
201505001  ,0001,6100169-E-000,軸封基本維修+馬達組,XXH0100W/AL1340,1.0,980000.0,980000.0,1.0,Y,F0014,INX-T1,201,102
201505002  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201505003  ,0001,311001073,軸心,(SUS420),2.0,0.0,0.0,1.0,y,F0070,AUOL6A,201,102
201505004  ,0001,6100170-B-C01,軸封基本維修+軸心,AXS0030C/XXS0030CMR00002,5.0,0.0,0.0,30.79,Y,F0001,AMAT,202,102
201505005  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9500.0,9500.0,1.0,Y,F0012,INX-7,201,102
201505006  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9500.0,92000.0,1.0,Y,F0011,INX-6,201,102
201505006  ,0002,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,1.0,17000.0,92000.0,1.0,Y,F0011,INX-6,201,102
201505006  ,0003,6100037-D-C01,軸封基本維修+軸心+導磁環,AXS0030W/AL2710,2.0,28000.0,92000.0,1.0,Y,F0011,INX-6,201,102
201505006  ,0004,6100122-A-C01,軸封基本維修,AXS0030W/AL2720,1.0,9500.0,92000.0,1.0,Y,F0011,INX-6,201,102
201505007  ,0001,6100122-B-C01,軸封基本維修+軸心,AXS0030W/AL2720,1.0,16150.0,16150.0,1.0,Y,F0012,INX-7,201,102
201505008  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,1.0,162000.0,162000.0,1.0,Y,F0065,AUOL4A,201,102
201505009  ,0001,6100172-E-000,軸封基本維修+修改,BXS3156A/1188490,1.0,60000.0,60000.0,1.0,Y,O0055,旭騰,203,107
201505010  ,0001,6100047-A-C02,軸封基本維修,AXS0006C/32030A 41937K,2.0,10500.0,21000.0,1.0,Y,S0015,新唐,201,101
201505011  ,0001,6100037-A-C01,軸封基本維修,AXS0030W,1.0,9150.0,9150.0,1.0,Y,F0073,AUOL7A,201,102
201505012  ,0001,6100125-A-C01,軸封基本維修,AXS0030W/AL3851,1.0,51000.0,51000.0,1.0,Y,F0008,INX-C3,201,102
201505013  ,0001,6100090-A-C01,軸封基本維修,AXS0030W/AL2290,1.0,12300.0,21450.0,1.0,Y,F0067,AUOL6B,201,102
201505013  ,0002,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9150.0,21450.0,1.0,Y,F0067,AUOL6B,201,102
201505014  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201505015  ,0002,6100133-A-C01,軸封基本維修,AXS0020W/XXS0020WMR00001,2.0,25800.0,51600.0,1.0,Y,S0015,新唐,201,101
201505016  ,0001,6100155-A-C02,軸封基本維修,AXS0006C/63739Z,1.0,9480.0,9480.0,1.0,Y,S0012,TSMC 2&5,201,101
201505017  ,0002,6100165-C-C02,軸封基本維修+導磁環,AFM0069W/FF220-H60TUIW(550/04),1.0,110000.0,110000.0,1.0,Y,O0047,瀚笙科技,203,107
201505018  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,28400.0,28400.0,1.0,Y,O0002,貫旭,202,107
201506001  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,17000.0,34000.0,1.0,Y,F0011,INX-6,201,102
201506002  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,4.0,17000.0,68000.0,1.0,Y,F0009,INX-4,201,102
201506003  ,0001,6100171-E-C02,軸封基本維修+改裝,AXT0170C/42610B,1.0,420000.0,420000.0,1.0,Y,O0056,亮雲科技,202,107
201506004  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201506005  ,0001,6100124-A-C01,軸封基本維修,AXS0030C/52-132564,1.0,9150.0,18300.0,1.0,Y,F0070,AUOL6A,201,102
201506005  ,0002,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9150.0,18300.0,1.0,Y,F0070,AUOL6A,201,102
201506006  ,0001,6100063-E-C02,軸封基本維修+外殼,BXS2000W/52-121187B,1.0,130000.0,130000.0,1.0,Y,S0011,力積電,201,101
201506007  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201506008  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,17000.0,34000.0,1.0,Y,F0011,INX-6,201,102
201506009  ,0001,6100177-E-C02,軸封基本維修+導磁軸環+端蓋(不含特規軸承THK8022-A),AXC0080C/W-X02089,1.0,55000.0,55000.0,1.0,Y,F0079,三和,202,107
201506010  ,0001,6100127-A-C01,軸封基本維修,AXS0030W/52-132565J,2.0,9150.0,27450.0,1.0,Y,F0067,AUOL6B,201,102
201506010  ,0002,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9150.0,27450.0,1.0,Y,F0067,AUOL6B,201,102
201506011  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,2.0,38500.0,77000.0,1.0,Y,S0034,奈司特,203,101
201506012  ,0001,6100163-D-C02,軸封基本維修+軸心+導磁環,AXH0075C/52-121609A,1.0,80000.0,80000.0,1.0,Y,F0005,INX-1,201,102
201506013  ,0001,6100061-G-000,軸封拆解評估,AXC0050C/10C-22042400,1.0,0.0,0.0,1.0,N,F0076,聯毅,202,101
201506014  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,28400.0,28400.0,1.0,Y,O0002,貫旭,202,107
201506015  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201506016  ,0001,6100155-A-C02,軸封基本維修,AXS0006C/63739Z,1.0,13000.0,13000.0,1.0,Y,S0040,WaferTech,221,101
201506017  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201506018  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201507001  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9500.0,41800.0,1.0,Y,F0012,INX-7,201,102
201507001  ,0002,6100122-B-C01,軸封基本維修+軸心,AXS0030W/AL2720,2.0,16150.0,41800.0,1.0,Y,F0012,INX-7,201,102
201507002  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9500.0,26500.0,1.0,Y,F0011,INX-6,201,102
201507002  ,0002,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,1.0,17000.0,26500.0,1.0,Y,F0011,INX-6,201,102
201507003  ,0002,6100042-B-C02,軸封基本維修+軸心,AXS0025C/MVS-30FG,1.0,34000.0,34000.0,1.0,Y,F0009,INX-4,201,102
201507004  ,0001,6100037-A-C01,軸封基本維修,AXS0030W,2.0,9150.0,18300.0,1.0,Y,F0073,AUOL7A,201,102
201507005  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,17000.0,68000.0,1.0,Y,F0011,INX-6,201,102
201507005  ,0002,6100122-B-C01,軸封基本維修+軸心,AXS0030W/AL2720,2.0,17000.0,68000.0,1.0,Y,F0011,INX-6,201,102
201507006  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,6.0,9100.0,54600.0,1.0,Y,F0075,AUOL8A,201,102
201507007  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,2.0,39500.0,79000.0,1.0,Y,F0076,聯毅,202,101
201507008  ,0001,6100103-A-C01,軸封基本維修,AXS0030W/XXS0030WMR00001,4.0,0.0,0.0,30.85,N,F0001,AMAT,202,102
201507009  ,0001,6100133-A-C01,軸封基本維修,AXS0020W/XXS0020WMR00001,2.0,25800.0,51600.0,1.0,Y,S0015,新唐,201,101
201507010  ,0001,6100182-E-000,軸封基本維修+外殼+感測線,BXS3156A/1180900,1.0,100000.0,100000.0,1.0,Y,S0015,新唐,201,101
201507011  ,0001,6100067-C-C02,軸封基本維修+外導磁環(不含特規軸承RB45-140128A),AXC0080C/W-X00285,1.0,51000.0,51000.0,1.0,y,F0079,三和,202,107
201507012  ,0001,6100069-B-F02,軸封基本維修+軸心,BXS0875C/52-131938C,1.0,36000.0,36000.0,1.0,Y,O0021,鴻久科技,202,107
201507013  ,0001,6100114-B-C01,軸封基本維修+軸心,AXS0030C/AL2040,2.0,28000.0,56000.0,1.0,Y,F0009,INX-4,201,102
201507014  ,0001,6100149-E-C02,基本維修+軸心修改,AXS0030C/XXS0030CMR00001,10.0,0.0,0.0,30.85,Y,F0001,AMAT,202,102
201507015  ,0001,6100170-E-C02,軸封基本維修+軸心修改,AXS0030C/XXS0030CMR00002,12.0,0.0,0.0,30.85,Y,F0001,AMAT,202,102
201507016  ,0001,6100172-F-000,軸封基本維修+感測支架,BXS3156A/1188490,1.0,54000.0,54000.0,1.0,Y,O0055,旭騰,203,107
201507017  ,0001,6500002-A-000,模組基本維修,AHD 469,1.0,0.0,0.0,1.0,y,O0055,旭騰,203,107
201507018  ,0001,6100185-C-F02,軸封基本維修+導磁環,BXS0875C/14030854,1.0,28400.0,28400.0,1.0,Y,O0002,貫旭,202,107
201507019  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,3.0,9100.0,58300.0,1.0,Y,F0075,AUOL8A,201,102
201507019  ,0002,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,15500.0,58300.0,1.0,y,F0075,AUOL8A,201,102
201507020  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,1.0,100000.0,100000.0,1.0,Y,F0081,業實,202,102
201507022  ,0001,6100184-A-C02,軸封基本維修,BNS0250C/50-103978M,1.0,10000.0,10000.0,1.0,Y,S0035,毅汎,203,101
201507023  ,0001,6100067-A-C02,軸封基本維修,AXC0080C/W-X00285,1.0,0.0,0.0,1.0,Y,F0079,三和,202,107
201507024  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,17000.0,34000.0,1.0,Y,F0011,INX-6,201,102
201507025  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,28400.0,28400.0,1.0,Y,O0002,貫旭,202,107
201507026  ,0001,6100114-B-C01,軸封基本維修+軸心,AXS0030C/AL2040,3.0,25000.0,136000.0,1.0,Y,F0011,INX-6,201,102
201507026  ,0002,6100114-D-C01,軸封基本維修+軸心+導磁環,AXS0030C/AL2040,1.0,36000.0,136000.0,1.0,Y,F0011,INX-6,201,102
201507026  ,0003,6100186-B-000,軸封基本維修+軸心,大氣側/AL2040,1.0,25000.0,136000.0,1.0,Y,F0011,INX-6,201,102
201508001  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,1.0,120000.0,120000.0,1.0,Y,F0009,INX-4,201,102
201508002  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,4.0,9150.0,36600.0,1.0,Y,F0090,AUO L7B,201,102
201508003  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201508004  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,3.0,16150.0,48450.0,1.0,Y,F0012,INX-7,201,102
201508005  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201508006  ,0001,6100109-E-C02,軸封基本維修+客製軸心,AXS0025C/53782Z,1.0,40000.0,40000.0,1.0,Y,F0009,INX-4,201,102
201508007  ,0001,6100063-G-000,軸封拆解評估,BXS2000W/52-121187B、C,1.0,0.0,0.0,1.0,N,S0044,UMC 8F,201,101
201508008  ,0001,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,17000.0,34000.0,1.0,Y,F0011,INX-6,201,102
201508009  ,0001,6100172-A-000,軸封基本維修,BXS3156A/1188490,1.0,52000.0,52000.0,1.0,Y,O0055,旭騰,203,107
201508010  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,6.0,9100.0,54600.0,1.0,Y,F0075,AUOL8A,201,102
201508011  ,0001,6100061-G-000,軸封拆解評估,AXC0050C/10C-22042400,1.0,0.0,0.0,1.0,N,F0076,聯毅,202,101
201508012  ,0001,6100069-C-F02,軸封基本維修+導磁環,BXS0875C/52-131938C,1.0,28400.0,28400.0,1.0,Y,O0002,貫旭,202,107
201508013  ,0001,6100188-E-C02,軸封基本維修+新軸承結構(不含特規軸承RW95),AXC0198C/W-X02813A,1.0,145000.0,145000.0,1.0,Y,F0081,業實,202,102
201508014  ,0001,6100067-C-C02,軸封基本維修+外導磁環(不含特規軸承RB45-140128A),AXC0080C/W-X00285,1.0,51000.0,51000.0,1.0,Y,F0079,三和,202,107
201508015  ,0001,6100061-A-F01,軸封基本維修,AXC0050C/10C-22042400 FOR 聯毅,1.0,39500.0,39500.0,1.0,Y,F0076,聯毅,202,101
201508016  ,0001,6100130-A-C02,軸封基本維修,AXH0200C/MVS-TS200FUS,1.0,370000.0,440000.0,1.0,N,F0086,優貝克,202,102
201508016  ,0002,6100130-E-000,軸封機架組裝+1顆軸承(16038 C3),AXH0200C/MVS-TS200FUS,1.0,65000.0,440000.0,1.0,N,F0086,優貝克,202,102
201508016  ,0003,6100130-F-000,主軸檢測(圖:1000726-01),AXH0200C/MVS-TS200FUS,1.0,5000.0,440000.0,1.0,N,F0086,優貝克,202,102
201508017  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,6.0,9150.0,64050.0,1.0,Y,F0070,AUOL6A,201,102
201508017  ,0002,6100124-A-C01,軸封基本維修,AXS0030C/52-132564,1.0,9150.0,64050.0,1.0,Y,F0070,AUOL6A,201,102
201508018  ,0001,6100155-A-C02,軸封基本維修,AXS0006C/63739Z,1.0,9480.0,9480.0,1.0,Y,S0091,TSMC-8,201,101
201508019  ,0001,311000849,導磁環,X280G064,1.0,9150.0,9150.0,1.0,Y,F0073,AUOL7A,201,102
201508020  ,0001,6100037-A-C01,軸封基本維修,AXS0030W/AL2710,1.0,9500.0,43500.0,1.0,Y,F0011,INX-6,201,102
201508020  ,0002,6100037-B-C01,軸封基本維修+軸心,AXS0030W/AL2710,2.0,17000.0,43500.0,1.0,Y,F0011,INX-6,201,102
201508021  ,0001,6100134-B-C01,軸封基本維修+軸心,AXS0030W/XXS0030WMR00002,3.0,16150.0,75600.0,1.0,Y,F0009,INX-4,201,102
201508021  ,0002,6100134-D-C01,軸封基本維修+軸心+導磁環,AXS0030W/XXS0030WMR00002,1.0,27150.0,75600.0,1.0,Y,F0009,INX-4,201,102
201508022  ,0001,6100039-E-C02,軸封基本維修+新軸承結構,AXC0134C/W-X00539,1.0,160000.0,160000.0,1.0,N,F0094,AUOL3C,201,102
201508023  ,0001,6100090-A-C01,軸封基本維修,AXS0030W/AL2290,2.0,12300.0,24600.0,1.0,Y,F0067,AUOL6B,201,102
