order quantity,price per unit,Log (price per unit),Total_in_NTD,item_name,規格,Customer,By_way,Types,Deal
6.0,9943.4025,9.20466454490097,208052.84874999998,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
2.0,11245.185,9.327695316014424,208052.84874999998,軸封新品,BGS0375WNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,13848.75,9.535950254834882,208052.84874999998,軸封新品,BCM0500CNR00002,KJLC,OTHERS,國外代理商,1.0
4.0,8938.291,9.098099686582563,208052.84874999998,軸封新品,BNS0500CNR00003,KJLC,OTHERS,國外代理商,1.0
11.0,6936.37725,8.844534907119696,208052.84874999998,軸封新品,BGS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
3.0,9500.0,9.159047077588632,28500.0,軸封新品,BBS0375CNR00001,亮傑,SEMI,國內設備商,1.0
3.0,9943.4025,9.20466454490097,29830.207499999997,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
4.0,15500.0,9.648595302907339,62000.0,軸封新品,AFS0020CNR00,巨孚,INDUSTRIAL,國內設備商,1.0
3.0,10261.92375,9.236195601148832,449916.65124999994,軸封新品,BBS0375CNR00009,KJLC,OTHERS,國外代理商,1.0
20.0,20956.544,9.950206239343688,449916.65124999994,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,56572.362,10.94327584104518,56572.362,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
1.0,33000.0,10.404262840448617,33000.0,軸封新品,AFS0015CNR00001,兆遠科技,LED,國內終端,1.0
1.0,55998.18,10.93307446918915,55998.18,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
3.0,56116.09,10.935177859658033,168348.27,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
6.0,56116.09,10.935177859658033,336696.54,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
6.0,7802.735049999999,8.962229598651136,46816.4103,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,11500.0,9.350102314351341,11500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,7966.999900000001,8.98306327682859,23572.469999999998,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
2.0,7802.735049999999,8.962229598651136,23572.469999999998,軸封新品,BNS0187CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,58000.0,10.968198289528557,58000.0,軸封新品,AXS0020WBR00003,力鼎精密,SEMI,國內設備商,1.0
2.0,7744.72215,8.954766877449545,15489.4443,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
6.0,16887.75,9.734343786007878,658806.48,軸封新品,AFS0005CNR00001,KJLC,OTHERS,國外代理商,1.0
6.0,16887.75,9.734343786007878,658806.48,軸封新品,AFS0005CNR00001,KJLC,OTHERS,國外代理商,1.0
6.0,16887.75,9.734343786007878,658806.48,軸封新品,AFS0005CNR00001,KJLC,OTHERS,國外代理商,1.0
6.0,16887.75,9.734343786007878,658806.48,軸封新品,AFS0005CNR00001,KJLC,OTHERS,國外代理商,1.0
10.0,25350.048,10.140535902508661,658806.48,軸封新品,AFS0020CNR00004,KJLC,OTHERS,國外代理商,1.0
1.0,38000.0,10.545341438708522,186000.0,軸封新品,AFS0012WMN00003/102-001442-02A,漢民,SEMI,國內設備商,
1.0,48000.0,10.778956289890028,186000.0,軸封新品,AXS0016CNR00002/102-003042-01A,漢民,SEMI,國內設備商,
1.0,40000.0,10.596634733096073,186000.0,軸封新品,AFS0012CNR00004/102-000532_01B,漢民,SEMI,國內設備商,
1.0,60000.0,11.002099841204238,186000.0,軸封新品,AFM0040WNR00001/324-000005,漢民,SEMI,國內設備商,
10.0,17989.0575,9.797518935355376,179890.57499999998,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,11336.462849999998,9.335779610635791,11336.462849999998,軸封新品,BGS0500CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,20000.0,9.903487552536127,20000.0,軸封新品,AFM0020CNR10,三豐機械,OTHERS,國內設備商,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00003,UMC 8C,SEMI,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00004,UMC 8C,SEMI,國內終端,1.0
10.0,12329.05495,9.419713946829988,123290.5495,軸封新品,BNS0750CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00003,UMC 8C,SEMI,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00004,UMC 8C,SEMI,國內終端,1.0
3.0,9500.0,9.159047077588632,28500.0,軸封新品,BBS0375CNR00001,亮傑,SEMI,國內設備商,1.0
1.0,55952.829999999994,10.932264293336683,55952.829999999994,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
2.0,49500.0,10.809727948556782,198000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
2.0,49500.0,10.809727948556782,198000.0,軸封新品,XXS0020WMR00001,新唐,SEMI,國內終端,1.0
1.0,65313.0,11.086946376614357,65313.0,軸封組,軸封+零件/102238311_000_03,AMAT,DISPLAY,國內設備商,1.0
2.0,76260.0,11.241903833411556,305040.0,軸封新品,BXS0625AMH00005/E19284870,PTW,OTHERS,國外代理商,
2.0,76260.0,11.241903833411556,305040.0,軸封新品,BXS0625AMH00006/E19284880,PTW,OTHERS,國外代理商,
1.0,39000.0,10.571316925111784,39000.0,軸封新品,AXS0006CNR00001,力積電,SEMI,國內終端,1.0
1.0,22000.0,9.998797732340453,22000.0,軸封新品,ABS0010CNR00003,聚昌,LED,國內設備商,1.0
2.0,82932.75,11.325785317392256,575517.0,軸封新品,AXS0040CNR00001(102308121_000_00),AMAT,DISPLAY,國內設備商,1.0
2.0,82932.75,11.325785317392256,575517.0,軸封新品,AXS0040CNR00001(102308121_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,84593.25,11.345609755177101,575517.0,軸封新品,AXS0040WNR00003(102316976_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,84593.25,11.345609755177101,575517.0,軸封新品,AXS0040WNR00003(102316976_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,15221.25,9.630447756821217,575517.0,張力輪組,張力輪組(短)/102317407,AMAT,DISPLAY,國內設備商,1.0
1.0,15221.25,9.630447756821217,575517.0,張力輪組,張力輪組(短)/102317407,AMAT,DISPLAY,國內設備商,1.0
1.0,22078.5,10.00235956330075,575517.0,張力輪組,張力輪組(長)/102317438,AMAT,DISPLAY,國內設備商,1.0
1.0,22078.5,10.00235956330075,575517.0,張力輪組,張力輪組(長)/102317438,AMAT,DISPLAY,國內設備商,1.0
1.0,92711.25,11.437245103413813,222630.0,軸封新品,AXS0040WNR00001(102308070_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,92711.25,11.437245103413813,222630.0,軸封新品,AXS0040WNR00001(102308070_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,768.75,6.644765819120727,222630.0,齒型皮帶 Optibelt,OMEGA 800 5M HP 15/102310165,AMAT,DISPLAY,國內設備商,1.0
1.0,768.75,6.644765819120727,222630.0,齒型皮帶 Optibelt,OMEGA 800 5M HP 15/102310165,AMAT,DISPLAY,國內設備商,1.0
1.0,1076.25,6.98123805574194,222630.0,齒型皮帶 Optibelt,OMEGA 1870 5M HP 15/102310166,AMAT,DISPLAY,國內設備商,1.0
1.0,1076.25,6.98123805574194,222630.0,齒型皮帶 Optibelt,OMEGA 1870 5M HP 15/102310166,AMAT,DISPLAY,國內設備商,1.0
1.0,8148.75,9.00561982023875,222630.0,ORING,(FPM70)2425*8/102311749,AMAT,DISPLAY,國內設備商,1.0
1.0,8148.75,9.00561982023875,222630.0,ORING,(FPM70)2425*8/102311749,AMAT,DISPLAY,國內設備商,1.0
1.0,8610.0,9.060679597421776,222630.0,ORING,(VT)2570x8(102311750),AMAT,DISPLAY,國內設備商,1.0
1.0,8610.0,9.060679597421776,222630.0,ORING,(VT)2570x8(102311750),AMAT,DISPLAY,國內設備商,1.0
1.0,305000.0,12.628067055589549,305000.0,軸封新品,BXS1500WNR00002,歐文國際,LED,國內代理商,1.0
1.0,47500.0,10.768484990022733,174300.0,軸封新品,DFH0040CNN00001,準鑫,OTHERS,國內設備商,
1.0,33000.0,10.404262840448617,174300.0,軸封新品,DFH0026CNR00001,準鑫,OTHERS,國內設備商,
2.0,31600.0,10.360912399575003,174300.0,軸封新品,DXH0025CNR00001,準鑫,OTHERS,國內設備商,
1.0,30600.0,10.328755287940472,174300.0,軸封新品,DXH0020CNR00001,準鑫,OTHERS,國內設備商,
3.0,11500.0,9.350102314351341,34500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,12322.0,9.419141561574516,43136.857599999996,軸封新品,AXS0012CNR00003,KJLC,OTHERS,國外代理商,1.0
4.0,7703.714400000001,8.9494578811397,43136.857599999996,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
10.0,11859.925,9.380920348754318,965736.75,滾輪,(SKD11 Coating)102353180_000_00(3402),AMAT,DISPLAY,國內設備商,1.0
20.0,17404.825,9.764502745612974,965736.75,滾輪,(1.2379 Coating)102353513_000_00(3402),AMAT,DISPLAY,國內設備商,1.0
20.0,16942.75,9.737595292693051,965736.75,滾輪,(1.2379 Coating)102353600_000_00(3402),AMAT,DISPLAY,國內設備商,1.0
10.0,16018.6,9.681505826042008,965736.75,滾輪,(1.2379 Coating)102353604_000_00(3402),AMAT,DISPLAY,國內設備商,1.0
15.0,12313.06655,9.41841629863492,184695.99824999998,軸封新品,BNS0750CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,92711.25,11.437245103413813,277119.0,軸封新品,AXS0040WNR00001(102308070_000_00),AMAT,DISPLAY,國內設備商,1.0
2.0,768.75,6.644765819120727,277119.0,齒型皮帶 Optibelt,OMEGA 800 5M HP 15/102310165,AMAT,DISPLAY,國內設備商,1.0
2.0,1076.25,6.98123805574194,277119.0,齒型皮帶 Optibelt,OMEGA 1870 5M HP 15/102310166,AMAT,DISPLAY,國內設備商,1.0
2.0,8148.75,9.00561982023875,277119.0,ORING,(FPM70)2425*8/102311749,AMAT,DISPLAY,國內設備商,1.0
2.0,8610.0,9.060679597421776,277119.0,ORING,(VT)2570x8(102311750),AMAT,DISPLAY,國內設備商,1.0
2.0,9225.0,9.129672468908728,277119.0,ORING,(FPM70)2695*8/102314633,AMAT,DISPLAY,國內設備商,1.0
2.0,9532.5,9.16246229173172,277119.0,RRING,2735*8/102316046,AMAT,DISPLAY,國內設備商,1.0
1.0,106241.25,11.573467730454297,277119.0,伺服馬達組,Sevo Motor/102316968,AMAT,DISPLAY,國內設備商,1.0
2.0,707.25,6.561384210181677,277119.0,正時皮帶,(PU)Timing Belt OMEGA 740 5M HP 15/102317452,AMAT,DISPLAY,國內設備商,1.0
2.0,1014.75,6.922397555719007,277119.0,正時皮帶,(PU)Timing Belt OMEGA 1500 5M HP 15/102317453,AMAT,DISPLAY,國內設備商,1.0
2.0,82932.75,11.325785317392256,325058.25,軸封新品,AXS0040CNR00001(102308121_000_00),AMAT,DISPLAY,國內設備商,1.0
1.0,84593.25,11.345609755177101,325058.25,軸封新品,AXS0040WNR00003(102316976_000_00),AMAT,DISPLAY,國內設備商,1.0
2.0,15221.25,9.630447756821217,325058.25,張力輪組,張力輪組(短)/102317407,AMAT,DISPLAY,國內設備商,1.0
2.0,22078.5,10.00235956330075,325058.25,張力輪組,張力輪組(長)/102317438,AMAT,DISPLAY,國內設備商,1.0
1.0,65429.82,11.088733396828363,65429.82,軸封組,軸封+零件/102238311_000_03,AMAT,DISPLAY,國內設備商,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,XXS0625ANH00001,聯穎光電,LED,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,XXS0625ANH00002,聯穎光電,LED,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00003,UMC 8C,SEMI,國內終端,1.0
1.0,49000.0,10.799575577092764,98000.0,軸封新品,BXS0625ANH00004,UMC 8C,SEMI,國內終端,1.0
3.0,9935.325,9.20385186708298,255789.57,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
1.0,55350.0,10.921431938136783,255789.57,軸封新品,BGM2000CNR00001,KJLC,OTHERS,國外代理商,1.0
22.0,7756.072499999999,8.956231363920711,255789.57,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
2.0,43050.0,10.670117509855876,86100.0,軸封新品,ASX0030CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,7756.072499999999,8.956231363920711,7756.072499999999,軸封新品,BSS0250CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,65313.0,11.086946376614357,65313.0,軸封組,軸封+零件/102238311_000_03,AMAT,DISPLAY,國內設備商,1.0
1.0,12000.0,9.392661928770137,12000.0,軸封新品,BSS0250CNR00012,億碩,OTHERS,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
14.0,6943.13895,8.845509249515713,97203.9453,軸封新品,BGS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
2.0,10781.75,9.285610168949994,21563.5,軸封新品,ASS0006CNR00001,KJLC,OTHERS,國外代理商,1.0
3.0,11500.0,9.350102314351341,34500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,38000.0,10.545341438708522,38000.0,軸封新品,AXM0035CNR00001,俊尚科技,OTHERS,國內代理商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,7923.218100000001,8.977552728038091,15683.07405,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,7759.85595,8.956719049860638,15683.07405,軸封新品,BSS0250CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,65344.86,11.087434062554284,65344.86,軸封組,軸封+零件/102238311_000_03,AMAT,DISPLAY,國內設備商,1.0
4.0,19535.775,9.880002679085145,462828.66000000003,軸封新品,BCM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
50.0,7693.711200000001,8.94815854686562,462828.66000000003,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
2.0,35500.0,10.477287975463508,71000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
10.0,17977.3725,9.796869162752918,179773.725,軸封新品,BCM1000CNR00002,KJLC,OTHERS,國外代理商,1.0
3.0,9914.3235,9.201735808671513,29742.970499999996,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
3.0,7902.6149000000005,8.974948983686698,23707.844699999998,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
4.0,19193.4675,9.862325265748026,76773.87,軸封新品,BFM1000CNR00001,KJLC,OTHERS,國外代理商,1.0
4.0,35500.0,10.477287975463508,142000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
1.0,8260.09515,9.019191385819136,8260.09515,軸封新品,BGS0250CNR00006,KJLC,OTHERS,國外代理商,1.0
3.0,8912.151399999999,9.095170950353106,26736.4542,軸封新品,BNS0500CNR00003,KJLC,OTHERS,國外代理商,1.0
2.0,3007.1299999999997,8.008741414511633,6014.259999999999,皮帶輪48-5M-9-6F,Timing belt pulleys 48-5M-9-6F/102276230_000_00,AMAT,DISPLAY,國內設備商,1.0
7.0,12986.81255,9.47168970234149,90907.68785,軸封新品,BNS0750CNR00003,KJLC,OTHERS,國外代理商,1.0
2.0,23000.0,10.043249494911286,46000.0,軸封新品-永喬,AFM0020CNR00002,永喬,DISPLAY,國內代理商,1.0
1.0,9951.480000000001,9.20547656280998,9951.480000000001,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
1.0,55762.36,10.928854368785531,118352.074,軸封組,軸封+零件/102104669_000_09,AMAT,DISPLAY,國內設備商,1.0
2.0,9529.4,9.162137035589641,118352.074,滾輪,(1.4108)102104718_000_05(3402),AMAT,DISPLAY,國內設備商,1.0
1.0,43530.914,10.681226631339463,118352.074,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
2.0,10759.0,9.283497892593909,21518.0,軸封新品,ASS0006CNR00001,KJLC,OTHERS,國外代理商,1.0
50.0,7687.4592,8.947345604783616,384372.95999999996,軸封,BGS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,7753.5502,8.955906107778633,7753.5502,軸封新品,BSS0250CNR00001,KJLC,OTHERS,國外代理商,1.0
23.0,7753.5502,8.955906107778633,178331.65459999998,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,20500.0,9.9281801651265,20500.0,軸封新品,AXS0018CNR00001,AUOL7A,DISPLAY,國內終端,1.0
1.0,7929.6566,8.978365009782047,31718.6264,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
3.0,7929.6566,8.978365009782047,31718.6264,軸封新品,BBS0250CNR00008,KJLC,OTHERS,國外代理商,1.0
1.0,7929.6566,8.978365009782047,7929.6566,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
3.0,8000.0,8.987196820661973,24000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
4.0,8952.813,9.099723063562454,35811.252,軸封新品,BNS0500CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,27742.5,10.230720812374718,27742.5,軸封新品,AFS0030CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,7938.6705,8.979501096896046,7938.6705,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
4.0,35500.0,10.477287975463508,142000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
20.0,20953.1392,9.950043756607121,536296.484,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
6.0,19538.95,9.880165188226643,536296.484,軸封新品,BCM1500CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,43200.0,10.673595774232203,43200.0,軸封新品,AFM0040WNR00002,上銀,PV,國內設備商,1.0
1.0,8612.800000000001,9.061004747806694,8612.800000000001,軸封新品,ABS0006CNR00005,KJLC,OTHERS,國外代理商,1.0
3.0,8000.0,8.987196820661973,24000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,7758.5948,8.956556514305626,21600.594800000003,軸封新品,BSS0250CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,13842.0,9.535462727401809,21600.594800000003,軸封新品,BCM0500CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,13018.554800000002,9.474130911137873,13018.554800000002,軸封新品,BNS0750CNR00003,KJLC,OTHERS,國外代理商,1.0
11.0,12315.065099999998,9.418578596776964,135465.71610000002,軸封新品,BNS0750CNR00001,KJLC,OTHERS,國外代理商,1.0
1.0,27760.5,10.231369425985912,27760.5,軸封新品,AFS0030CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,22888.875,10.038406263639198,53507.585,軸封新品,AFS0012CNR10,上海碩創,OTHERS,國外代理商,1.0
1.0,19650.27,9.885846357661023,53507.585,軸封新品,AGS0006CNR00001,上海碩創,OTHERS,國外代理商,1.0
1.0,10968.439999999999,9.302777337140633,53507.585,軸封新品,ASS0005CNR10,上海碩創,OTHERS,國外代理商,1.0
3.0,15500.0,9.648595302907339,46500.0,軸封新品,AFS0020CNR00,巨孚,INDUSTRIAL,國內設備商,1.0
1.0,38000.0,10.545341438708522,38000.0,軸封新品,AXM0035CNR00001,俊尚科技,OTHERS,國內代理商,1.0
1.0,38000.0,10.545341438708522,372000.0,軸封新品,AFS0012WMN00003/102-001442-02A,漢民,SEMI,國內設備商,1.0
1.0,48000.0,10.778956289890028,372000.0,軸封新品,AXS0016CNR00002/102-003042-01A,漢民,SEMI,國內設備商,1.0
1.0,40000.0,10.596634733096073,372000.0,軸封新品,AFS0012CNR00004/102-000532_01B,漢民,SEMI,國內設備商,1.0
1.0,60000.0,11.002099841204238,372000.0,軸封新品,AFM0040WNR00001/324-000005,漢民,SEMI,國內設備商,1.0
1.0,38000.0,10.545341438708522,372000.0,軸封新品,AFS0012WMN00003/102-001442-02A,漢民,SEMI,國內設備商,1.0
1.0,48000.0,10.778956289890028,372000.0,軸封新品,AXS0016CNR00002/102-003042-01A,漢民,SEMI,國內設備商,1.0
1.0,40000.0,10.596634733096073,372000.0,軸封新品,AFS0012CNR00004/102-000532_01B,漢民,SEMI,國內設備商,1.0
1.0,60000.0,11.002099841204238,372000.0,軸封新品,AFM0040WNR00001/324-000005,漢民,SEMI,國內設備商,1.0
3.0,27000.0,10.203592144986466,81000.0,軸封新品,AXM0015WNN00001,承鋐儀器,OTHERS,國內設備商,1.0
1.0,10500.0,9.259130536145614,10500.0,軸封新品(日揚),ANS0020CNR00001/1000FF012004,日揚,SEMI,國內代理商,1.0
8.0,20000.0,9.903487552536127,160000.0,軸封新品,ABS0012CNR00002,宏達隆科技,OTHERS,國內設備商,1.0
10.0,12572.87805,9.43929723719038,646912.9665,軸封新品,BNS0750CNR00001,KJLC,OTHERS,國外代理商,1.0
20.0,21419.5968,9.972061520295163,646912.9665,軸封新品,BCM2000CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,92792.25,11.438118402355858,646912.9665,軸封新品,BGM3000WNR00001,KJLC,OTHERS,國外代理商,1.0
2.0,44543.4255,10.704219846251005,89086.851,軸封組,軸封+零件/102106580_000_07,AMAT,DISPLAY,國內設備商,1.0
5.0,10163.1105,9.226519825852446,50815.5525,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
3.0,8000.0,8.987196820661973,24000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
4.0,33390.0,10.4160117329377,130800.0,軸封新品,AFM0038CNR00002,清大,OTHERS,國內終端,0.0
3.0,1260.0,7.138866999945524,130800.0,皮帶輪,(AL6061)P90-2GT-9-6F,清大,OTHERS,國內終端,0.0
1.0,39500.0,10.584055950889214,39500.0,軸封新品,AFC0042CNR00001,亮傑,SEMI,國內設備商,1.0
16.0,7901.1047499999995,8.974757870450315,126417.67599999999,軸封新品,BSS0250CNR00001,KJLC,OTHERS,國外代理商,1.0
10.0,63000.0,11.05089000537367,630000.0,軸封組,軸封+零件/102104669_000_09,天鴻,DISPLAY,國內設備商,1.0
1.0,15000.0,9.615805480084347,15000.0,軸封新品,ASS0006CNR10,亮傑,SEMI,國內設備商,1.0
1.0,15000.0,9.615805480084347,15000.0,軸封新品,ASS0006CNR10,亮傑,SEMI,國內設備商,1.0
1.0,8692.6,9.070227367986107,18723.239500000003,軸封新品,ABS0006CNR00005,KJLC,OTHERS,國外代理商,1.0
1.0,10030.639500000001,9.213399637647308,18723.239500000003,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
1.0,15000.0,9.615805480084347,15000.0,軸封新品,ASS0006CNR10,亮傑,SEMI,國內設備商,1.0
7.0,25630.752,10.151548159544154,179415.264,軸封新品,AFS0020CNR00004,KJLC,OTHERS,國外代理商,1.0
10.0,35500.0,10.477287975463508,355000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
1.0,23000.0,10.043249494911286,23000.0,軸封新品,AXS0005CNR00003/31676,漢磊-3,SEMI,國內終端,1.0
1.0,60000.0,11.002099841204238,60000.0,軸封新品,AXS0020WBR00001,力鼎精密,SEMI,國內設備商,1.0
1.0,16500.0,9.711115659888671,16500.0,軸封新品,AKS0006CNR00001,日揚,SEMI,國內代理商,1.0
14.0,35500.0,10.477287975463508,497000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,27918.0,10.237026921072703,35906.8908,軸封新品,AFS0030CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,7988.8908,8.98580720559403,35906.8908,軸封新品,BXS0250CNR00002,KJLC,OTHERS,國外代理商,1.0
1.0,11500.0,9.350102314351341,11500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,11500.0,9.350102314351341,11500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,11500.0,9.350102314351341,11500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,39000.0,10.571316925111784,39000.0,軸封新品,AXS0006CNR00001,力積電,SEMI,國內終端,1.0
1.0,10198.651500000002,9.230010784650041,10198.651500000002,軸封新品,BBS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
15.0,7961.63995,8.982390281487772,190568.95275000003,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
10.0,7114.43535,8.869881146868767,190568.95275000003,軸封新品,BGS0375CNR00007,KJLC,OTHERS,國外代理商,1.0
1.0,10000.0,9.210340371976184,10000.0,軸封新品(日揚),AFS0020CNR10/1000FF011004,日揚,SEMI,國內代理商,1.0
1.0,7898.58245,8.97443858564556,7898.58245,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,250000.0,12.429216196844383,250000.0,軸封新品,XXS0105WNH00001/52-121187,佶聖,SEMI,國內設備商,1.0
1.0,11500.0,9.350102314351341,11500.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
2.0,292888.75,12.587548123064865,585777.5,軸封新品,BXS3156ABX00002/52-117600D,Synergy,OTHERS,國外代理商,1.0
6.0,35500.0,10.477287975463508,213000.0,軸封新品,BCH1500CNN00001,漢辰,SEMI,國內設備商,1.0
22.0,6000.0,8.699514748210191,132000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,1.0
1.0,11500.0,9.350102314351341,23000.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
1.0,11500.0,9.350102314351341,23000.0,軸封新品,BBS0375CNR00001,UMC 8AB,SEMI,國內終端,1.0
4.0,7815.346549999999,8.963844586082255,31261.386199999997,軸封新品,BBS0250CNR00003,KJLC,OTHERS,國外代理商,1.0
1.0,7815.346549999999,8.963844586082255,33532.89655,軸封新品,BSS0250CNR00001,KJLC,OTHERS,國外代理商,1.0
2.0,12858.775,9.461781736644769,33532.89655,軸封新品,BBS0375CNR00010,KJLC,OTHERS,國外代理商,1.0
26.0,6000.0,8.699514748210191,156000.0,軸封新品,AFS0010CNR10,凌嘉,DISPLAY,國內設備商,1.0
1.0,23000.0,10.043249494911286,23000.0,軸封新品,AXS0005CNR00003/31676,漢磊-3,SEMI,國內終端,1.0
1.0,8000.0,8.987196820661973,8000.0,軸封新品,BBS0375CNR00001,聚昌,LED,國內設備商,1.0
1.0,13000.0,9.472704636443673,13000.0,軸封新品,BBS0375CNR00001,倍能真空,OTHERS,國內設備商,1.0
